cement,blast furnace slag,fly ash,water,superplasticizer,coarse aggregate,fine aggregate,age,concrete compressive strength
374.2114887387498,0.192484214591488,88.99279933759853,195.96314330184762,0.00926048845799432,1003.3694513521782,669.7480468890143,27.2,19.805531935197518
374.3591513623159,0.33937730415475187,117.60335969032255,144.62220794699022,10.396180357700887,986.0205510279117,805.7634364227324,27.2,58.97458735455139
222.05705926836188,0.06213006536302146,98.81277052444713,185.7592152510601,0.0192876465826588,966.99937281678,807.2449356972387,27.0,25.483513728594797
359.00526245783465,97.79436862507387,121.53209070780417,155.55563295756227,16.508172662338584,822.252568052419,850.1166740731611,26.9,49.187651275540404
198.52642282796273,42.3418338152928,0.09145077075514507,200.93667621710193,9.714963320331668,943.9838363792902,780.9030991349546,89.1,21.789999663251955
252.27028737680075,191.92339162560964,0.08484775324500049,173.89684210109465,3.3991703031485776,949.7431081596977,801.1679171607357,2.0,43.83343022780705
162.00340233155094,192.25729322899525,94.0000020708202,185.96744932535444,10.373214510856373,880.0816380905197,785.2710377391211,27.2,53.673454975428555
330.9760837011697,0.2601045964033659,81.79700497957161,190.18671305970724,4.504497823026105,1013.1651907265998,724.257156570751,5.9,31.75730367142422
212.2573429489796,288.0385211852828,0.13007213678329776,159.43693493709685,6.011584921725827,942.4483223773408,806.9749183911553,1.9,21.66682313467943
525.1074545409309,0.011604341967284881,0.03354811420555848,140.76667805756856,8.004707826981583,1046.7723847873126,879.9225296701745,6.0,50.939334372296756
309.67832665768015,117.51821932322214,0.005168329427057472,228.06759808444625,0.0011909099973506088,978.4302691836964,683.8095522910777,55.3,17.95087672278132
304.047113620577,94.522598941263,0.14467633122009715,153.58473513926407,0.02977285008013819,977.0159214865662,812.8352204353622,6.1,33.05538075623412
350.2689399656092,132.3458455478856,111.93041998773664,159.3628095833397,6.717117414928841,931.725147945722,800.8846810802264,6.1,41.226570929365366
388.85190197042243,0.32351560637273735,0.014777528030556653,181.65792245435404,7.474272364456064,968.1542840486686,803.7164472642119,6.1,25.3707834835708
102.16668929193668,18.85051223213501,166.96087411948292,186.75862337751067,0.008276457888602984,1124.982805984052,757.9038682099626,55.0,14.332427468225251
139.3810979114055,47.591780684927,0.03949815419296243,203.0455649633855,0.01047246256354395,949.8873153172308,901.9835888929222,269.3,13.61722317676891
355.6578426137603,187.15390156639748,0.04517323191520006,172.30784049246398,12.082548262248917,931.8112408533939,790.0072738341185,27.2,50.686423916835516
141.3509725207971,211.9750178950859,107.01881028746008,190.94253990899355,2.503677443888665,1007.3502653272383,669.9246503736368,88.8,30.48496391381078
213.49261953065138,189.29747063786027,0.0928127582839764,181.71845046870152,7.017964730379596,1029.3653428470673,769.9636997566108,2.0,26.16897877138844
150.68404119965234,115.97801465456672,0.050687518463625736,191.9442400379666,0.006773411576763699,1119.1644898417403,781.3324558972013,12.9,12.388019772498897
190.08458394678112,0.35928911515098605,0.127639287481216,203.00513942816772,0.0077234575915907655,1007.1543184226882,777.7224101794569,363.8,45.384354406722
283.90957712310967,0.2535111934821259,78.33210871978969,203.46808475406942,7.988421944342153,832.9936294918411,802.5200158670012,55.0,39.33410797279785
382.2908079520553,0.2155079235987074,166.06059900214547,145.91789312645182,28.204825637324443,971.7657459353368,773.7698657604361,6.0,53.69666712545742
164.66273345964623,341.93317189375085,0.08791553730843304,197.81618303913905,6.724930303792767,818.9892686797891,755.8086220920861,27.1,32.99425203035071
181.58843556884233,0.2156858994407429,184.00725989722022,203.2909476895095,7.987900421100764,941.9026854453817,755.8061983725179,1.9,14.484374921851668
173.53593553244042,94.71572910741583,0.04785849121046937,196.01006294437153,0.022234454366155454,1059.5814234720926,758.0988835502866,6.1,13.51975216588973
