player_height,player_weight,reb,ast,draft_round,draft_number,DR&DN
194.2247571,98.10258749,3.820613874,3.089299341,2,43,73
210.4572146,99.23709422,3.04419927,0.742291715,1,20,20
212.2707403,125.1834516,5.763224588,0.767792093,1,15,15
201.9508246,107.8591708,11.14377089,2.497834036,Undrafted,Undrafted,Undrafted
193.0912711,94.64843049,4.602512388,5.877226051,1,17,17
215.7387036,122.9957066,9.947303257,3.343038577,1,16,16
190.8052919,91.33033512,-0.293952016,0.141844405,Undrafted,Undrafted,Undrafted
206.5411798,116.8605299,4.043127829,1.50433894,1,12,12
201.830136,104.238699,2.729728465,0.538310578,Undrafted,Undrafted,Undrafted
202.5949257,100.3441241,5.015497683,1.200246418,1,12,12
204.8825464,101.864153,4.072038669,1.101018017,1,4,4
197.04903,88.59133788,2.667432123,1.044939932,1,7,7
191.8244124,80.73081032,1.900511065,4.415589633,2,39,69
189.2540384,87.1707637,2.887002781,7.738070739,1,5,5
217.2781627,100.7695164,3.765391159,1.050892597,Undrafted,Undrafted,Undrafted
206.5241831,115.2277364,2.083154785,-0.147754344,1,29,29
196.4532128,96.04571821,0.412916297,0.888140511,Undrafted,Undrafted,Undrafted
203.5949891,111.6178921,3.146784279,1.788704087,1,6,6
192.5367878,95.6497292,2.856416478,3.580142959,7,160,922
205.8322676,102.5272019,1.287014665,0.013022488,2,51,81
198.5266116,92.5123748,1.801433724,0.675654821,Undrafted,Undrafted,Undrafted
187.0816902,86.83089534,1.101473575,2.221109726,1,16,16
190.9941069,89.71169934,0.548378172,0.252837314,Undrafted,Undrafted,Undrafted
208.1952478,113.0011255,1.487094993,-0.153488654,1,19,19
211.9808753,110.7922243,1.466267485,0.455348467,2,41,71
195.0599214,95.19369866,2.050222583,1.067962682,Undrafted,Undrafted,Undrafted
203.9763086,112.3367134,3.913555021,0.638714577,2,32,62
190.2056326,79.82914941,3.403631584,7.540577882,1,10,10
205.8810505,107.4170116,0.335819293,0.247408609,Undrafted,Undrafted,Undrafted
190.4457703,94.12814476,0.630376062,0.129841989,1,14,14
210.3686317,109.1534151,3.07712559,0.665410421,1,25,25
194.5368944,111.2629258,3.684613964,2.481001927,1,8,8
208.5602716,114.9514559,9.191786979,3.392163295,1,7,7
212.3901464,103.1217457,3.774595262,0.524081432,Undrafted,Undrafted,Undrafted
208.1003594,115.3315485,7.904840539,0.570794826,1,29,29
185.3365412,76.85572791,0.94855057,1.34410093,1,13,13
192.9683755,92.89992221,2.222731397,3.122716788,1,4,4
204.216069,98.14615467,1.668979966,1.497855851,1,23,23
199.8725497,114.7381575,2.371977598,0.861952467,Undrafted,Undrafted,Undrafted
211.500407,109.3643973,5.202265403,0.53303763,2,37,67
190.1079175,82.18458272,1.472648384,1.162812872,Undrafted,Undrafted,Undrafted
175.6737866,82.68828537,3.473580529,5.876678166,2,60,90
186.3431309,80.01790326,0.094616209,1.342492313,2,38,68
205.6535531,102.2586665,6.795530427,3.383618241,1,19,19
214.2565221,128.5513001,8.614684905,0.930920214,2,31,61
186.1216821,80.18661573,2.113061501,3.838431784,Undrafted,Undrafted,Undrafted
210.3760625,109.09337,2.922113797,0.829906703,1,12,12
