player_height,player_weight,reb,ast,draft_round,draft_number,DR&DN
199.0967875,93.47755623,1.89881449,1.795013904,Undrafted,Undrafted,Undrafted
202.2538505,111.9536715,3.370708654,1.009103545,1,1,1
181.9800727,95.67222164,2.35279087,4.64291971,Undrafted,Undrafted,Undrafted
208.8713513,111.4621268,3.847706812,0.300508886,2,33,63
203.5819296,119.1585772,6.905036335,1.123548517,2,41,71
183.3745038,86.02154251,1.583617454,3.485620653,1,27,27
188.3816379,88.87485232,1.844738837,2.766409802,Undrafted,Undrafted,Undrafted
212.5363176,119.8299692,8.162457614,1.647071883,1,5,5
202.190443,107.0312601,2.235422248,1.089129685,1,14,14
188.2046182,80.50046566,3.421947213,6.219877483,1,4,4
204.7542983,106.6918483,5.64546687,1.978433135,1,14,14
185.30128,84.37519095,0.582684948,1.657816037,Undrafted,Undrafted,Undrafted
197.4142693,108.1346904,3.670904493,1.299799506,1,7,7
194.57292,81.91819965,0.811836403,0.521517177,Undrafted,Undrafted,Undrafted
201.7584041,98.53778033,3.239703091,1.674256587,1,23,23
211.3647428,107.8923759,5.150328308,0.706537609,1,24,24
200.557957,98.26484737,0.77173133,1.480335591,2,43,73
215.6555871,102.868358,5.264714587,0.399757429,1,6,6
190.1225187,86.50533895,3.412660616,4.658166078,1,8,8
199.7276058,105.5432277,2.799657677,0.991763006,2,34,64
211.067833,112.6070547,7.51619693,1.292381737,1,23,23
191.8151547,80.2421899,3.605422075,5.040234286,1,28,28
178.8991022,87.93772345,2.368157726,3.724735925,1,24,24
186.669829,92.31143695,2.604577337,4.413722414,1,9,9
190.6419912,77.72677023,3.631811937,7.723610045,1,5,5
208.530562,110.4076223,9.198957777,3.421351391,1,16,16
211.1369017,104.5110491,0.82782303,0.073319141,1,28,28
201.4773834,110.1963037,2.353393964,0.392941983,2,37,67
210.1711332,116.6470075,8.08976545,1.395499615,1,10,10
204.6754258,103.0408507,1.241183396,0.942337198,Undrafted,Undrafted,Undrafted
207.4334924,106.9177154,7.45323013,1.369922321,2,35,65
204.9548113,102.908016,4.911392232,0.592527044,1,2,2
210.6961775,113.9897703,4.808921719,1.296485838,1,17,17
202.205365,99.46062169,6.28023522,2.286651141,1,10,10
232.0908586,140.7904678,8.738429788,1.461187962,1,1,1
182.0962483,82.80692194,1.320890422,4.886778777,1,23,23
183.0046906,77.39946053,1.284348593,2.5477312,2,38,68
186.9131135,81.54952966,3.647380575,4.505908009,2,42,72
197.8416436,99.05912898,1.311741901,1.060611294,2,40,70
188.7482418,89.99856411,2.171983161,2.869813113,1,22,22
198.593557,100.5566469,3.355901339,2.689214239,1,5,5
201.0605855,117.8368869,3.305265212,0.589534614,1,10,10
208.0072296,119.2817236,2.780709195,0.790408874,1,12,12
198.0340313,98.67992107,5.488241027,4.803925994,1,4,4
206.3972475,125.8763383,0.715445743,-0.286895269,1,27,27
189.1529692,93.62209632,2.550682132,2.75464536,2,46,76
211.797416,101.2937155,6.274558304,1.606963397,1,12,12
201.8172052,99.94149883,4.234967052,0.248772054,2,33,63
203.9938127,119.3309146,5.267666163,1.371208497,Undrafted,Undrafted,Undrafted
192.3157633,91.13719064,3.261334543,2.994629403,1,5,5
223.0557836,118.2828444,8.235932613,1.279620854,1,20,20
186.9793341,97.13796739,1.66805697,4.168324295,1,3,3
201.5443917,99.48759567,1.146299966,0.737122682,Undrafted,Undrafted,Undrafted
200.1698801,99.26525713,3.248726749,2.250097214,1,12,12
206.4310392,96.74006991,3.237610954,0.354958867,Undrafted,Undrafted,Undrafted
186.4270999,85.7766879,2.746182509,7.700984915,2,37,67
200.4482801,94.00396267,6.535017978,2.897559353,1,3,3
206.1571204,105.2830471,6.483434812,1.431143997,1,4,4
189.8849266,86.53631771,3.577291152,7.301724329,1,15,15
211.2414461,112.4419216,3.404075648,0.998185966,1,14,14
184.8515013,78.88903364,1.669049078,1.277868815,2,31,61
179.5615276,72.0680002,1.372498317,2.216980689,1,16,16
202.07372,109.8320037,5.646122322,1.371815313,1,21,21
218.3190363,113.6300184,7.621955668,0.685033825,Undrafted,Undrafted,Undrafted
162.6812197,62.18253603,1.657004639,2.183675932,Undrafted,Undrafted,Undrafted
