player_height,player_weight,reb,ast,draft_round,draft_number,DR&DN
191.433676,83.6378837,2.147009567,1.423752612,Undrafted,Undrafted,Undrafted
200.9914345,109.2195014,3.34808242,1.586443906,1,13,13
187.849882,79.77695718,2.53737898,2.675197788,Undrafted,Undrafted,Undrafted
202.2604012,107.8389159,4.245638903,-0.000659514,2,49,79
197.324054,105.5208904,2.430805917,-0.073982873,1,7,7
207.6063384,109.1509625,3.364541931,1.001189952,1,20,20
199.3619018,93.70354747,3.910617693,1.513805084,1,19,19
175.0713317,84.75355309,2.59252495,5.499313923,2,60,90
205.9795643,110.7376188,1.060379766,0.361342733,Undrafted,Undrafted,Undrafted
196.7051428,93.68448687,2.195054213,4.069892142,1,4,4
204.1975174,100.1757701,5.171067718,1.780876476,Undrafted,Undrafted,Undrafted
195.200473,110.656853,2.944920907,1.4843032,Undrafted,Undrafted,Undrafted
200.2385763,96.63935224,1.790583045,-0.047408828,2,54,84
205.6732319,106.5296531,1.550516054,0.949518596,2,32,62
187.2620265,77.74609816,2.151691637,3.352158822,Undrafted,Undrafted,Undrafted
193.9563885,89.10815433,1.538901819,3.81680578,1,29,29
201.6811303,102.1594548,6.300147324,3.931016102,1,10,10
189.1064022,91.93214327,0.86004089,1.385309932,1,5,5
198.9963636,89.10837977,1.365716241,0.576428226,2,30,60
191.6798453,81.45293616,2.585363756,2.042723749,1,19,19
196.9695077,101.6405576,-0.02659909,-0.162138067,Undrafted,Undrafted,Undrafted
202.1549519,105.8275635,5.261460016,0.290392223,1,27,27
194.2830033,83.92507727,3.253870219,0.93808847,Undrafted,Undrafted,Undrafted
213.3168628,124.9970823,3.056054023,1.317886362,1,27,27
203.0004505,102.8212823,2.286751543,0.996905544,1,8,8
207.1767872,104.4178617,6.843236464,-0.045957421,Undrafted,Undrafted,Undrafted
202.1825144,94.26057845,3.253278128,0.992497448,1,6,6
209.1494737,107.6225515,4.896790249,0.947021253,1,21,21
195.6246764,91.9318688,1.955530576,1.027106435,1,25,25
214.4761789,111.6801952,1.778860695,0.391024575,2,38,68
207.653263,114.9979904,6.211338339,-0.002352666,1,23,23
204.5632677,93.67408152,1.92957782,0.533762949,Undrafted,Undrafted,Undrafted
210.2168794,125.3559215,3.670908486,0.552810405,1,27,27
192.9280447,84.3173943,2.990528487,2.849389834,1,2,2
207.6128516,93.69179739,3.76976332,0.570339109,2,56,86
183.0218903,87.8394883,2.624424009,3.346299757,2,34,64
213.1867628,121.363243,2.772423609,1.071023775,2,49,79
210.779688,125.0405567,15.7349304,1.018537764,1,9,9
211.1842532,102.7431888,7.351746054,2.006773333,1,4,4
213.2213201,107.0529372,1.173503167,0.291696083,1,5,5
201.0493531,97.03618012,4.859963854,0.925974048,1,4,4
199.197792,95.10069652,5.752389717,1.527824395,Undrafted,Undrafted,Undrafted
211.8718509,101.8698091,2.751998948,0.877484551,Undrafted,Undrafted,Undrafted
204.1865408,125.7724575,2.075849298,0.647005853,Undrafted,Undrafted,Undrafted
197.6913214,94.00041728,3.955602335,1.821785759,1,16,16
197.9332045,87.12016491,3.573236135,2.431030616,Undrafted,Undrafted,Undrafted
205.0274927,101.5182669,4.576492364,0.853318102,1,6,6
212.0304497,112.8635362,8.919455047,2.426387749,1,10,10
216.7170803,123.6072208,2.674374473,-0.383338255,1,18,18
203.3421578,113.9501419,2.60474127,0.319758653,2,49,79
199.8451048,88.76335869,3.424157301,2.615175556,1,11,11
196.4769118,95.58579257,6.306189711,5.980001787,1,9,9
193.7332038,87.14655019,0.583262514,-0.068403644,1,24,24
188.0320142,83.09969959,3.210988727,1.503854268,1,19,19
195.3002198,91.54687285,3.15247638,2.428968864,1,5,5
215.7379706,118.3498895,3.36037257,-0.497220022,Undrafted,Undrafted,Undrafted
208.8387103,99.11423966,4.261241764,1.522834307,1,15,15
202.6675919,97.39416036,0.708623937,0.297260226,2,52,82
201.6080165,85.90652947,2.483105869,4.044371,1,4,4
211.9615774,118.7262914,5.671327596,0.083841364,1,7,7
203.1672661,108.5970209,7.196067623,1.297599045,1,18,18
188.7456188,91.4466256,1.552245568,1.208697428,2,32,62
200.6412191,98.65926907,0.869086515,0.161903435,2,49,79
213.7430533,113.44787,3.54553726,0.915788172,1,17,17
200.6597347,98.72421893,3.526758055,2.287628775,1,12,12
214.1943891,120.9996339,9.76824176,1.930913914,1,12,12
189.8359772,95.89409341,3.999194785,2.392679704,2,41,71
182.7296676,85.29009037,1.529030171,4.0439693,Undrafted,Undrafted,Undrafted
176.8890335,80.83102398,1.310124932,2.683278528,2,51,81
208.5868496,124.1200977,4.221679364,0.621634294,Undrafted,Undrafted,Undrafted
210.7066728,103.0282484,1.883128033,0.507167502,Undrafted,Undrafted,Undrafted
203.6983928,96.73174896,6.209203872,1.413380502,Undrafted,Undrafted,Undrafted
185.6656682,92.57692237,1.025713712,0.768922011,2,32,62
203.3284353,97.01828943,4.516333224,0.673268079,1,14,14
191.6552918,97.2129302,2.200963748,1.185986867,1,27,27
200.8102637,91.19828314,0.376640874,0.548635943,2,35,65
213.5920278,116.5767637,1.690503152,0.493674474,1,6,6
203.2799824,105.9972044,0.966132874,0.437351524,2,34,64
190.1638128,92.14029567,2.673584161,3.004293893,1,24,24
182.0440142,76.24313859,2.235916177,3.315082746,Undrafted,Undrafted,Undrafted
209.9321254,103.3596341,0.697486932,0.710372783,1,25,25
215.8071253,110.1649291,4.803978848,0.173597692,1,6,6
201.7993128,96.51733786,7.292079644,2.60532415,2,41,71
206.0307171,113.2869402,4.965772969,1.513299581,1,2,2
189.1821909,87.29363154,1.048139816,1.819305782,1,27,27
205.532667,127.4068129,8.539747727,1.912017681,1,17,17
203.602994,100.1842074,5.758445352,1.871098719,Undrafted,Undrafted,Undrafted
205.61807,108.5638751,4.189930686,1.526168806,1,5,5
198.2477414,96.07386607,5.855093712,5.73190007,1,3,3
206.3687239,99.68484752,5.598727119,1.914198095,1,12,12
205.9645736,97.53781825,5.062354744,0.840014436,1,19,19
210.7225755,111.8345899,3.460830396,0.424846581,Undrafted,Undrafted,Undrafted
202.9085296,111.570878,1.67624942,0.384951775,1,24,24
196.5449529,106.8897707,3.712151076,2.069327422,2,34,64
182.4474773,84.35137674,3.757457224,5.034438423,0,Undrafted,Undrafted
189.075485,80.06311057,2.366658717,5.642782729,1,15,15
193.5354247,86.65260682,1.945669729,4.060538877,1,18,18
214.1460983,112.151999,8.381645121,2.216358453,1,9,9
202.0129183,97.90426434,12.49733001,2.783951571,Undrafted,Undrafted,Undrafted
207.9483522,118.9346334,7.748334965,2.508467282,1,21,21
211.6279929,110.3689379,7.939844746,0.954960156,1,11,11
187.0693249,91.42060771,3.234938558,4.933979452,Undrafted,Undrafted,Undrafted
211.5722216,110.1681583,5.07330536,2.179922057,2,37,67
196.1917816,92.32229269,2.153154937,1.188746144,1,28,28
194.3515111,92.16454686,5.023913813,2.550018217,1,17,17
196.2343665,100.1865804,5.940221059,10.20895691,1,3,3
183.8112294,91.57033373,2.746419924,5.104255795,Undrafted,Undrafted,Undrafted
214.7757028,109.0244631,3.736020378,0.689633904,1,11,11
187.9298071,89.37658801,2.889770247,5.137018786,Undrafted,Undrafted,Undrafted
196.9681816,106.6615012,4.849897794,4.426150393,1,10,10
185.1839434,72.18331299,3.117192737,5.286837463,1,21,21
211.8662782,116.4685376,4.32746503,1.523101409,2,37,67
208.7556199,101.6539052,10.60689561,1.242835685,1,2,2
209.9031299,112.0206982,3.766875498,1.050986916,1,6,6
193.2447479,99.05468645,2.930800998,1.697157971,1,3,3
192.1671987,89.51606275,1.173927996,1.186242355,1,28,28
208.7095439,99.00147423,1.23042959,0.461313429,1,8,8
210.488933,116.3451209,9.867071346,3.096244401,1,1,1
206.0965568,103.0401863,9.146597593,2.60498259,1,4,4
207.5224513,110.325434,3.845206972,1.042261291,2,34,64
201.8680455,96.82348875,1.907891637,0.286361762,Undrafted,Undrafted,Undrafted
201.5180078,101.6115464,3.255613295,1.520767719,2,47,77
201.4888966,112.0873741,4.502208337,3.144487189,1,6,6
212.5243307,116.519559,3.555668402,-0.13125069,1,11,11
216.9045563,128.9770821,1.138219676,-0.177331884,2,36,66
187.0523744,86.59419997,2.725238308,4.060722643,2,56,86
