player_height,player_weight,reb,ast,draft_round,draft_number,DR&DN
166.32993,60.40082502,0.790474861,2.709125455,Undrafted,Undrafted,Undrafted
198.3771297,91.9356733,1.991159639,0.924291897,2,40,70
207.1603382,105.1115458,0.957399972,0.939898286,2,57,87
214.5084425,110.6945144,4.440088393,1.112768522,1,12,12
202.6149181,98.23732466,4.505001032,1.677662668,Undrafted,Undrafted,Undrafted
210.0640507,124.3717147,3.024460759,0.684473378,Undrafted,Undrafted,Undrafted
192.099245,82.97855082,1.084935645,1.094087856,1,16,16
206.0705162,102.8846581,7.385967888,3.327180125,1,27,27
198.2867614,95.55583337,4.272322835,1.175304945,2,41,71
212.1468733,121.862486,2.683698106,0.532435405,2,49,79
213.8148845,119.7441942,7.914150831,2.873475957,1,1,1
194.9310673,85.38867823,2.698100942,2.418902765,1,24,24
182.7440487,90.59020215,3.269230059,5.826799833,1,5,5
186.6563655,88.19439012,4.802895593,6.546540187,1,6,6
177.6630162,82.52021184,2.328233136,4.428006054,1,23,23
200.4529646,86.82502509,1.21794125,0.827636937,Undrafted,Undrafted,Undrafted
207.9763774,98.39639785,3.159187484,0.031972075,2,60,90
202.7458356,116.3794306,5.956925519,1.140071443,1,8,8
214.3513231,143.9530444,13.87476464,3.665786753,1,1,1
211.0315094,122.2946313,3.742201562,0.7571742,1,1,1
191.9212585,88.78467433,1.34343135,0.512290231,1,10,10
207.3742242,114.5343543,7.671810272,3.465031039,1,3,3
195.5400818,96.01629403,3.959994815,2.066153394,2,43,73
207.7576813,109.3290689,7.47940852,0.239971482,4,75,282
207.0873454,112.6673921,2.113419799,0.676124856,1,24,24
206.2082341,98.24631577,12.44592653,2.144150246,Undrafted,Undrafted,Undrafted
198.572987,103.5941063,6.822826685,3.370869282,1,1,1
212.1222969,109.0522304,4.798115513,0.567707314,1,21,21
203.2692414,92.40664066,1.932935609,0.254741377,1,4,4
200.137259,92.34782641,3.652512828,0.461045516,Undrafted,Undrafted,Undrafted
201.5581605,97.9955703,1.296286118,0.885548463,1,18,18
