player_height,player_weight,reb,ast,draft_round,draft_number,DR&DN
205.1354095,111.3818534,4.531365039,1.33063016,2,44,74
208.517791,117.8764829,5.020276461,1.67958415,2,49,79
206.3342401,121.983975,4.58224791,0.940094581,1,27,27
216.1722484,112.7348421,3.185175572,0.171628222,1,11,11
212.8950697,110.6775273,3.832447629,0.606088956,Undrafted,Undrafted,Undrafted
212.1130846,105.4055405,4.793012103,2.918825897,1,8,8
211.4534159,111.4651182,6.433593628,1.352431305,1,29,29
204.3874628,101.9040451,6.421101869,0.540344397,1,1,1
200.1363011,84.21777474,1.358767886,0.839581467,2,40,70
200.8765034,103.4155085,3.037025204,1.54421478,Undrafted,Undrafted,Undrafted
208.1572446,127.8141438,1.214641691,0.793858025,2,50,80
205.5823787,109.3931525,4.829956983,1.332597693,1,7,7
190.3804976,84.7980396,2.489234493,5.669538664,1,19,19
207.8521016,116.3030097,10.23330998,1.86890002,1,4,4
204.7193368,112.98681,3.00678174,1.044217699,1,18,18
196.8458948,91.48063911,3.29643551,2.477075142,1,8,8
206.8202404,107.9556343,3.803282322,0.823087297,Undrafted,Undrafted,Undrafted
203.7497299,111.784513,4.906606412,0.537904734,1,13,13
210.3432373,94.35600411,1.185120103,0.67359094,2,42,72
201.4333984,93.72689081,1.758420219,0.318288718,2,51,81
192.7030607,95.26987771,1.720091544,1.299207282,1,17,17
196.7043329,93.05130756,0.419682837,-0.142581626,Undrafted,Undrafted,Undrafted
211.6804786,121.1986278,4.184990976,0.673184618,1,1,1
199.4390615,107.1483255,3.102072429,2.551730603,1,10,10
192.2099265,89.04557498,0.934001868,2.654635772,Undrafted,Undrafted,Undrafted
197.3284467,92.81691061,1.401757835,0.172918042,Undrafted,Undrafted,Undrafted
199.9174614,93.31927346,3.568065108,1.494988127,1,10,10
191.4306578,88.69259052,1.212797494,1.916227063,Undrafted,Undrafted,Undrafted
192.8010666,89.81750743,2.844276909,0.830330898,Undrafted,Undrafted,Undrafted
186.6871118,86.67150723,3.226143571,1.49069789,Undrafted,Undrafted,Undrafted
194.422351,90.12744866,0.985336053,0.987110207,Undrafted,Undrafted,Undrafted
205.2336011,112.6928686,3.747546755,0.687802426,2,42,72
186.621318,79.76097056,3.319751665,3.790778438,2,38,68
207.7976475,106.3995831,3.875915514,0.832961009,1,14,14
201.0492538,114.917934,2.272702255,1.024342195,2,44,74
206.0718123,109.6802936,3.131446935,1.428406435,1,1,1
211.2045266,108.0283908,3.451084144,0.877209486,2,36,66
187.0125988,87.37435536,1.106795287,1.39577583,2,40,70
212.4127613,120.7157818,6.148812274,0.481285777,1,10,10
205.2437967,112.2298494,2.88829881,0.774127727,1,1,1
190.2436422,82.71900597,1.11383697,1.736076496,1,16,16
182.7670294,78.87396275,2.289797854,6.670745723,1,4,4
210.388074,108.4097206,3.764719678,0.641110429,1,20,20
190.2485905,90.82390957,1.437466372,3.445965606,1,13,13
175.6578249,76.24963496,4.534303531,8.235363515,1,7,7
194.5351239,98.46503289,14.91375651,3.109795147,2,27,57
189.4624035,86.48641067,3.209318436,5.923371782,1,7,7
211.8965744,112.9019539,11.38342417,3.642962552,1,3,3
193.0834626,98.01260468,7.611303045,11.39592922,1,3,3
216.7293382,114.0167297,1.469046128,0.409122743,1,9,9
189.1033164,95.80390741,1.434003602,0.74007308,Undrafted,Undrafted,Undrafted
211.329665,126.3262454,1.61550355,0.231739402,1,16,16
192.9460916,96.66662648,2.038768757,4.15124708,1,3,3
190.6740966,84.34482973,2.955805776,3.487606971,2,34,64
205.8173066,98.73480069,6.615115104,3.005597681,1,10,10
188.2527352,96.44408851,2.575929322,1.08532934,2,47,77
194.696401,96.59008714,5.835847603,9.174426853,1,2,2
210.3702968,115.5649664,4.359333485,1.576198966,1,8,8
203.2615358,108.6827928,5.999955295,0.427314699,1,19,19
213.8086776,132.0388543,5.205135228,0.311460656,1,23,23
190.5143678,85.73786576,1.726310265,1.703113498,1,7,7
202.3462081,110.0629288,9.79312175,2.976982559,1,30,30
211.4860958,113.9102977,7.075976104,0.988179558,1,13,13
189.1307668,86.33689389,1.777119971,1.518131926,1,28,28
211.8420597,103.1186104,0.632143714,0.213199988,2,32,62
209.5232321,109.4839368,10.93785328,2.194191234,1,2,2
197.5999246,102.2817333,1.456234779,0.948460003,1,30,30
209.9638205,111.7149932,10.45351092,0.768913537,1,1,1
201.8263694,118.7512763,4.001348034,0.092207971,Undrafted,Undrafted,Undrafted
215.5413966,117.2731579,9.307517612,3.617063965,1,16,16
204.7209772,102.9977882,10.8802533,2.520375247,1,4,4
197.2429711,83.75560096,5.71895373,2.446078143,1,8,8
214.0072172,117.5610169,8.639652436,0.47763125,1,5,5
211.9550187,106.8272839,4.410577952,0.90797951,1,24,24
196.6982551,90.49288658,1.30525676,0.650413321,2,38,68
197.913315,96.98439356,3.305768405,1.533282469,2,44,74
190.6846703,91.3019899,2.228613582,2.344761266,1,10,10
203.1117765,106.6040994,8.262290811,3.073328909,1,2,2
181.4749147,76.70356698,0.533661852,1.20700529,Undrafted,Undrafted,Undrafted
200.1434143,102.8605534,2.178942432,1.113034078,1,10,10
216.2424971,120.8911793,2.289184179,-0.102040113,Undrafted,Undrafted,Undrafted
200.0424057,101.4779662,7.279123582,1.642993147,1,12,12
194.2942856,88.64157054,1.313846365,2.82063626,1,27,27
193.3321424,83.31126292,2.426862468,2.405612383,1,20,20
198.5474306,98.50492299,2.824561034,2.353146014,1,8,8
199.0462007,90.86762973,2.467241258,1.408841373,1,26,26
190.5445611,84.03547754,2.786612175,2.263163259,1,24,24
185.7162166,91.89131277,2.677704335,4.392777742,1,24,24
205.591856,106.8983878,7.990105963,2.92380897,1,3,3
194.5122822,94.43667744,0.616173887,1.056079164,Undrafted,Undrafted,Undrafted
186.3326924,82.33262285,2.307154598,2.554070583,1,19,19
201.3180094,97.37406592,1.710750192,2.474715148,2,45,75
211.0053847,89.12489621,2.143690696,0.036040583,1,15,15
206.5783455,118.7926996,1.434731665,0.505376073,Undrafted,Undrafted,Undrafted
201.526232,122.1209934,0.127998845,0.060764111,2,33,63
206.2878202,95.37789459,5.750881951,1.77660168,1,3,3
206.9108544,107.7068858,4.497225952,1.463532447,1,6,6
210.2264717,125.0574609,6.78283945,1.761128027,2,42,72
205.123936,126.1677057,9.593330725,1.97839759,1,9,9
202.3388476,91.8444129,6.178245091,4.86485243,1,25,25
183.9894833,84.20513248,2.199471296,4.025872104,1,29,29
207.2986637,105.0656941,4.285954123,1.926458962,1,12,12
205.4274602,108.359802,4.44895792,0.447972407,Undrafted,Undrafted,Undrafted
205.7714487,108.7024758,3.958187814,1.186265714,1,21,21
214.357509,113.3169981,3.152555416,0.792507053,1,25,25
208.0733846,91.94322262,5.581117513,3.3900305,1,19,19
211.2277911,111.6400425,5.321743274,1.484661067,2,49,79
196.2437509,94.44494251,1.474800033,1.553549472,1,17,17
196.4121932,101.6280292,2.788065356,1.348684647,1,23,23
192.3042436,87.05785679,0.713709438,0.213044508,Undrafted,Undrafted,Undrafted
199.1813334,102.5216522,4.545613172,1.281514223,1,10,10
198.7061553,92.65881812,1.602746626,1.331521452,Undrafted,Undrafted,Undrafted
200.8227125,93.6071353,2.972210015,3.556861119,1,20,20
215.7904759,111.8764105,5.387531122,1.070881275,2,42,72
208.6201273,111.5436101,6.719571323,0.823908548,1,8,8
188.7696712,83.24627025,0.524221516,0.761202491,1,15,15
197.1119806,99.29525094,4.798121368,1.317150414,Undrafted,Undrafted,Undrafted
183.2664148,88.15985487,3.205440777,7.712682289,1,5,5
214.6484682,109.0739177,5.537550677,0.44978616,1,5,5
215.838238,105.8541936,7.81787809,0.777750975,1,2,2
212.8461358,110.2628687,2.745643979,0.641071427,1,14,14
197.480375,100.8674655,3.851058578,2.437963961,1,5,5
205.0009665,103.1803696,4.42291746,1.057067255,1,23,23
201.1004543,112.7233975,2.695872925,0.351068316,Undrafted,Undrafted,Undrafted
183.4014634,89.92943987,0.793087836,0.640454959,2,45,75
191.0767105,76.46595932,2.058260717,4.081328229,1,10,10
213.4965077,117.1958133,6.2699976,2.154805086,1,17,17
192.1147573,88.18110033,1.84717061,1.68245627,1,16,16
188.1633193,85.43579276,2.224781193,5.813328045,1,28,28
204.1365847,110.6417195,5.629491616,0.505512782,1,2,2
206.8508831,90.55926066,4.905486907,5.697419297,1,25,25
210.187664,116.9502869,1.306817908,0.135808159,Undrafted,Undrafted,Undrafted
206.7557584,98.57258804,4.513645369,2.816350966,2,31,61
191.1353357,90.11973134,2.753402773,3.209869417,1,8,8
183.5490837,80.32760566,2.78732492,2.376601911,1,24,24
211.1218633,115.9526332,5.300709612,0.348779082,1,21,21
208.4458142,102.241071,1.692914599,0.357984095,2,32,62
181.039362,77.76037698,0.246453494,0.736425646,Undrafted,Undrafted,Undrafted
190.6430465,87.24161265,3.01255165,3.125562497,1,24,24
213.4399478,104.665554,4.715936877,0.266330441,1,28,28
195.5904756,99.66338301,1.284503963,0.536643456,Undrafted,Undrafted,Undrafted
212.7904761,114.4799908,3.472886377,1.002083255,2,34,64
205.6112484,114.3486149,2.332383894,0.095789567,1,13,13
193.1595135,96.88328825,2.406410458,2.671590484,Undrafted,Undrafted,Undrafted
203.7358009,96.13466074,1.222222881,0.467593756,2,53,83
202.7226697,102.9912606,3.820224534,0.49398888,1,4,4
208.5551898,112.7946577,5.998789358,1.26103206,1,10,10
189.6778714,90.5005297,1.85894021,2.782791692,1,8,8
200.5784003,94.1797877,0.891344907,1.451031796,1,15,15
207.1458307,119.870883,3.214084641,0.327819276,Undrafted,Undrafted,Undrafted
208.8065629,109.7274001,0.519310568,0.396269256,1,6,6
202.9493509,113.7252892,8.391038575,1.664510552,2,47,77
203.5761549,99.16233825,1.941211406,1.045824764,3,54,174
204.4299189,100.0710212,1.356597393,0.516834341,1,11,11
205.7248258,106.1934567,3.683046787,1.946249063,1,21,21
213.5147871,120.6125267,2.323643866,0.321357138,2,34,64
194.266228,97.81655018,2.844286209,1.124179925,1,11,11
209.0781418,108.7869355,4.669153721,1.456965754,1,2,2
205.5777777,106.1327543,6.609262058,0.987224087,2,30,60
188.0193923,90.57156614,1.477158173,1.167235849,Undrafted,Undrafted,Undrafted
196.6749169,94.75550687,1.129363048,0.799890585,1,25,25
206.8927225,120.9000408,12.64587004,1.532983683,1,1,1
201.3669669,91.3573025,2.526022456,1.553404762,2,40,70
199.1663976,90.91709473,2.743033373,1.631601043,Undrafted,Undrafted,Undrafted
208.4212376,106.5785006,0.810341722,-0.086440884,1,2,2
182.0577899,80.31181988,1.220398,2.835615588,2,55,85
196.4701155,97.36266073,3.541618293,2.359844804,1,5,5
213.4511126,127.2895548,1.565660791,0.46503779,1,15,15
195.5298434,96.5751673,4.577316339,3.515241441,1,12,12
204.8117774,101.8554996,6.768268206,6.48991615,1,3,3
200.9540716,105.9492282,3.924609191,1.141534307,1,23,23
197.062773,103.4658498,1.419049549,0.50793723,2,58,88
206.5240352,114.0544635,4.989433813,0.718891373,1,11,11
194.3797718,100.6127336,3.056218269,0.956254509,1,25,25
181.3864954,81.02069282,3.87171336,9.394033719,1,4,4
198.9443099,87.36108674,1.190304078,0.421825865,1,22,22
193.0913601,82.61209894,3.369396347,1.816880856,1,8,8
209.6651075,109.8402815,0.188849362,0.094000653,Undrafted,Undrafted,Undrafted
179.9102353,93.38025464,1.712918833,2.596205517,1,9,9
184.1096857,84.38576115,2.766990992,1.550043988,1,16,16
201.532651,94.60377893,11.41711266,0.976611462,2,27,57
187.5959317,85.44024984,1.154239272,4.232233349,1,16,16
205.5429075,111.0856906,8.210355475,0.745027872,1,19,19
198.2343834,100.1042749,3.518045826,1.953898001,Undrafted,Undrafted,Undrafted
207.3538448,108.2949888,1.403402857,-0.047832362,2,42,72
214.8700101,103.5432955,9.250460653,2.230112966,1,3,3
211.8843221,113.1978479,2.289490739,0.058372742,2,38,68
211.5674715,116.4749119,4.347760413,0.593763048,1,17,17
184.3837519,79.57077975,3.245022847,3.503638018,1,24,24
199.8128704,101.4505733,3.069555783,2.238934443,Undrafted,Undrafted,Undrafted
198.7358036,101.1293077,5.832793447,2.98545756,1,19,19
195.3992927,92.86241503,5.399125961,7.372015157,1,17,17
193.2950536,96.50931939,2.137563809,0.870771699,1,27,27
193.5716421,83.63075618,4.032473488,6.228688365,2,40,70
196.4769492,86.85629468,2.330339518,1.345869014,1,7,7
201.3573871,101.8678847,5.434062761,4.593439078,1,5,5
208.950062,100.3690093,5.918673356,1.443951885,1,23,23
207.3282417,108.6774084,7.455847623,0.892797582,2,57,87
196.8260819,90.21904028,2.085814889,3.21165237,1,24,24
199.9725272,97.90862887,0.986580252,0.436540634,2,49,79
192.4931212,103.5518387,5.018879706,2.290545295,Undrafted,Undrafted,Undrafted
214.800251,112.7244942,2.239002429,0.478218418,1,25,25
207.8575319,104.6603742,3.064108229,0.600570202,1,12,12
210.8095152,96.13454466,2.433870975,0.350525086,1,8,8
206.8655996,112.7200788,3.583752138,0.1147337,1,30,30
189.2076089,90.32113506,1.517638749,3.210139775,Undrafted,Undrafted,Undrafted
190.9010868,85.43309482,0.778601523,1.597431283,2,40,70
202.9819756,117.0627012,1.553320226,0.588675042,Undrafted,Undrafted,Undrafted
200.2736803,89.0220927,3.94731992,1.088885501,1,22,22
203.6328732,107.508173,4.010883681,0.130698566,1,23,23
207.4588311,114.4210168,2.85811605,-0.131580002,1,29,29
202.032259,100.359974,2.221736321,0.611437247,1,18,18
