fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.407475594534241,0.22056175696660268,0.3895243081002681,13.698730030174033,0.029956487108852122,42.12784485166325,141.85126912721364,0.9970353808310197,2.939823989180422,0.43969653765271866,9.605333944570187,7
7.408077194323372,0.26974811738021853,0.4909767138635399,1.249931842505183,0.031090479731939333,23.846076386409727,130.98806440946615,0.9920930276168051,3.2002900665366667,0.40011014843613923,11.300965566701493,6
6.500215495411769,0.15968210530760563,0.2889884387784965,4.483530104046765,0.0360851531343923,19.83299853010736,54.691908956540715,0.9913618597739529,3.249986789615518,0.48056172589484364,12.5982529964822,6
7.400528398352319,0.30014908383956884,0.5403090179773293,2.0064816492466786,0.05100538174746149,10.954369571712476,113.95494154803052,0.9931928937521276,3.080568446974407,0.45019147246383834,9.398385782109916,5
6.306387984886385,0.25970099415023556,0.21055899639581493,8.316003888207863,0.16778815806633166,44.886611821519544,138.15075620703155,0.9969848937558896,3.1202182595841528,0.5401574829091561,9.198539059101822,6
6.69913462167791,0.4000854311836146,0.2801861680109287,1.8777740277184654,0.0340358176974524,21.20293373486787,142.72063158892578,0.990840337043115,3.3106563502005932,0.48959202975814886,13.002423052135917,5
6.000116916258876,0.3697742740127877,0.30939772482748396,6.187129083811948,0.053140721641464085,27.922430853192598,132.115108616172,0.9944159252627933,3.4696267349159022,0.6099735329064326,10.996084115203006,6
7.195209716886779,0.23938566739163997,0.369032369904968,8.926381305149826,0.0399793010033575,50.16657639602592,179.73904060756297,0.9942040314316004,3.1199906375838897,0.5903811931476106,10.405169153127897,5
6.405807822982202,0.5893900406833913,0.31877394077040805,1.4533853437827249,0.029089951913417806,17.84904357926343,161.07112809021731,0.9898769363633783,3.0603301409618355,0.4999209327836881,11.30134578207134,4
9.094689311248434,0.1499129292550177,0.27888580855346234,0.8802598954486669,0.03522314813043718,11.97028262352617,23.881684917542373,0.988692314579852,3.149771085420285,0.4498203072424176,13.600138223711529,5
7.000362788751384,0.31033124397393125,0.09052787416949154,14.49130284408394,0.0372643092934328,37.98341225606689,123.76374602126394,0.9972108153875021,3.060556129691634,0.43976064685090716,9.401152412848798,7
6.996631713804414,0.28923289645190786,0.3189900611813233,1.2038067320444075,0.023973726907919338,11.97547243374903,70.90685020558176,0.9894409324555341,3.119927681871986,0.31976681176479554,13.099590449323042,6
7.303627950395444,0.33077638093313894,0.5009112016145234,3.159810745009872,0.027080995395805767,16.938134037184383,157.01240227398551,0.9928852390927304,3.0903800736663234,0.49971593893077726,10.699025931426052,5
7.606050219447822,0.26979364230473885,0.21965489474008154,1.8197160649729573,0.051008241587347236,27.99411782901946,113.98370795004249,0.9916866193349492,3.010378879202889,0.30070161188747035,10.897413475111833,6
4.49928500403265,0.19970506618994327,0.2689909812222948,3.341585972082997,0.02704798531821466,61.02641595150594,133.08669334702557,0.99175725236409,3.5005288331477598,0.4301688545965503,11.398065434170853,6
5.495875543645848,0.23089001709026452,0.0005463167974274485,3.837046436511014,0.048973907241237374,19.07561236948837,101.8077272936124,0.9951283321641116,3.3393145697345075,0.5105030891490892,9.300279415308566,6
7.304680956754904,0.3997346971905392,0.28952803281474543,1.9964718056767383,0.062220961338012276,31.069487438354948,160.9105601611233,0.9944848966100674,3.1391053376768956,0.7097065997632359,10.198508104406766,5
5.60282504776087,0.380395329495959,0.29952477526321486,6.7131967446057335,0.03803417497591328,48.80512486757973,121.00047299327147,0.9937905482205242,3.259676896543373,0.409622123461306,9.997719911753943,6
